edge_id,u,v,key,u_lat,u_lon,v_lat,v_lon,length_m,max_speed_kph,travel_time_s,name,highway,oneway,lanes,ref,bridge,tunnel,access,closed,traffic_mult,max_height_m,max_weight_tons
49429325_6968872223_0,49429325,6968872223,0,-23.8972192,29.4497806,-23.8980536,29.4500029,95.59521848702994,80.0,4.301784831916347,Landdros Mare Street,primary,True,5,R101,no,no,yes,False,1.0,,
49429330_5975757349_0,49429330,5975757349,0,-23.8980088,29.4490081,-23.8970892,29.4492616,107.70941377162228,80.0,4.846923619723003,Landdros Mare Street,primary,True,2,R101,no,no,yes,False,1.0,,
49429330_1942920671_0,49429330,1942920671,0,-23.8980088,29.4490081,-23.8974558,29.4488552,63.430418429159516,60.0,3.805825105749571,Market Street,secondary,True,2,R521,no,no,yes,False,1.0,,
49429338_445022867_0,49429338,445022867,0,-23.9113729,29.4531233,-23.9136002,29.453591,252.23179947223127,30.0,30.267815936667755,Landdros Mare Street,unclassified,True,3,unclassified,no,no,yes,False,1.0,,
49429338_249136833_0,49429338,249136833,0,-23.9113729,29.4531233,-23.911574,29.4521805,98.42712197592293,60.0,5.905627318555376,Thabo Mbeki Street,primary,True,4,R101,no,no,yes,False,1.0,,
49429346_460201943_0,49429346,460201943,0,-23.9093696,29.4516394,-23.9071567,29.4511028,252.07662487466132,80.0,11.343448119359758,Market Street,primary,True,4,R101,no,no,yes,False,1.0,,
49429346_249136820_0,49429346,249136820,0,-23.9093696,29.4516394,-23.9091784,29.4525956,99.51288715787008,60.0,5.970773229472205,Grobler Street,primary,True,4,R71,no,no,yes,False,1.0,,
49429356_460201983_0,49429356,460201983,0,-23.9114624,29.4448205,-23.9102963,29.4468946,265.21323259581163,60.0,15.912793955748699,Grobler Street,primary,True,"['4', '3']",R101,yes,no,yes,False,1.0,5.0,30.0
49429373_1106843553_0,49429373,1106843553,0,-23.9149804,29.4440256,-23.914425,29.444439,74.77782769508914,60.0,4.486669661705348,Grobler Street,primary,True,2,R101,no,no,yes,False,1.0,,
49429380_460201983_0,49429380,460201983,0,-23.9124923,29.4474149,-23.9102963,29.4468946,249.846559373465,30.0,29.9815871248158,Dahl Street,unclassified,False,2,unclassified,no,no,yes,False,1.0,,
49429380_1106843516_0,49429380,1106843516,0,-23.9124923,29.4474149,-23.9143153,29.4448856,338.2822787799269,60.0,20.296936726795614,Thabo Mbeki Street,primary,True,"['2', '4']",R101,yes,no,yes,False,1.0,5.0,30.0
249136820_460201971_0,249136820,460201971,0,-23.9091784,29.4525956,-23.9089636,29.4535369,98.64019408390531,60.0,5.918411645034319,Grobler Street,primary,True,4,R71,no,no,yes,False,1.0,,
249136820_49429338_0,249136820,49429338,0,-23.9091784,29.4525956,-23.9113729,29.4531233,249.94695603609557,80.0,11.2476130216243,Landdros Mare Street,primary,True,4,R101,no,no,yes,False,1.0,,
249136833_49429346_0,249136833,49429346,0,-23.911574,29.4521805,-23.9093696,29.4516394,251.24339143294912,80.0,11.30595261448271,Market Street,primary,True,4,R101,no,no,yes,False,1.0,,
249136833_460201982_0,249136833,460201982,0,-23.911574,29.4521805,-23.9119338,29.450254,199.895155897978,60.0,11.99370935387868,Thabo Mbeki Street,primary,True,"['5', '4']",R101,no,no,yes,False,1.0,,
302562956_302562988_0,302562956,302562988,0,-23.9027637,29.4849531,-23.9022475,29.4848163,59.05983310713557,30.0,7.087179972856268,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562956_302817673_0,302562956,302817673,0,-23.9027637,29.4849531,-23.903518,29.4851227,85.6353209160096,30.0,10.276238509921152,Grimm Street,residential,False,4,unclassified,no,no,yes,False,1.0,,
302562956_3842613687_0,302562956,3842613687,0,-23.9027637,29.4849531,-23.9023572,29.4872514,237.9809162600086,60.0,14.278854975600515,Grobler Street,primary,True,4,R71,no,no,yes,False,1.0,,
302562961_302563021_0,302562961,302563021,0,-23.9013365,29.4846319,-23.9020722,29.4847646,82.91105474679485,30.0,9.949326569615382,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562961_302586710_0,302562961,302586710,0,-23.9013365,29.4846319,-23.9010508,29.4875582,299.17796584336486,30.0,35.901355901203786,Sirius Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562961_302562966_0,302562961,302562966,0,-23.9013365,29.4846319,-23.9001974,29.484601,126.80531645896181,30.0,15.216637975075418,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562966_302586715_0,302562966,302586715,0,-23.9001974,29.484601,-23.9001509,29.4870606,250.09739443528295,30.0,30.011687332233954,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562966_302563223_0,302562966,302563223,0,-23.9001974,29.484601,-23.9001938,29.4834879,113.15888960127273,30.0,13.579066752152729,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562966_302562961_0,302562966,302562961,0,-23.9001974,29.484601,-23.9013365,29.4846319,126.80531645896181,30.0,15.216637975075418,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562972_305234002_0,302562972,305234002,0,-23.9001558,29.4799943,-23.9001937,29.480172,18.550106828667584,30.0,2.22601281944011,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562972_302563103_0,302562972,302563103,0,-23.9001558,29.4799943,-23.9032958,29.4805884,511.14732901837397,30.0,61.337679482204884,"['Grobler Street', 'Munnik Avenue']",residential,False,1,unclassified,no,no,yes,False,1.0,,
302562972_304573181_0,302562972,304573181,0,-23.9001558,29.4799943,-23.8999991,29.4797445,30.9191797536455,30.0,3.7103015704374602,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562984_4355326408_0,302562984,4355326408,0,-23.8997119,29.4794387,-23.899641,29.4793712,10.451875056252545,30.0,1.2542250067503056,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562984_4355326424_0,302562984,4355326424,0,-23.8997119,29.4794387,-23.8998818,29.4796316,27.29610635698245,30.0,3.275532762837894,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562984_304573129_0,302562984,304573129,0,-23.8997119,29.4794387,-23.9000259,29.4790714,51.141247389409266,60.0,3.0684748433645557,Munnik Avenue,primary,True,2,R81,no,no,yes,False,1.0,,
302562988_302563021_0,302562988,302563021,0,-23.9022475,29.4848163,-23.9020722,29.4847646,20.188623612781324,30.0,2.422634833533759,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302562988_302562956_0,302562988,302562956,0,-23.9022475,29.4848163,-23.9027637,29.4849531,59.05983310713557,30.0,7.087179972856268,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563021_302562961_0,302563021,302562961,0,-23.9020722,29.4847646,-23.9013365,29.4846319,82.91105474679485,30.0,9.949326569615382,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563021_302562988_0,302563021,302562988,0,-23.9020722,29.4847646,-23.9022475,29.4848163,20.188623612781324,30.0,2.422634833533759,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563021_302563030_0,302563021,302563030,0,-23.9020722,29.4847646,-23.9023713,29.4838352,101.70515356158016,30.0,12.20461842738962,Grobler Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563021_302586710_0,302563021,302586710,0,-23.9020722,29.4847646,-23.9010508,29.4875582,395.4481752815866,30.0,47.45378103379039,"['Grobler Street', 'Cygnus Avenue']",residential,False,1,unclassified,no,no,yes,False,1.0,,
302563030_302563223_0,302563030,302563223,0,-23.9023713,29.4838352,-23.9001938,29.4834879,249.73699063562248,30.0,29.968438876274696,Columbia Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563030_302563178_0,302563030,302563178,0,-23.9023713,29.4838352,-23.9028618,29.4827127,131.17785187632427,30.0,15.741342225158913,Grobler Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563030_302563021_0,302563030,302563021,0,-23.9023713,29.4838352,-23.9020722,29.4847646,101.70515356158016,30.0,12.20461842738962,Grobler Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563103_302563119_0,302563103,302563119,0,-23.9032958,29.4805884,-23.9030739,29.48166,111.69616165270345,30.0,13.403539398324414,Grobler Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563103_302563115_0,302563103,302563115,0,-23.9032958,29.4805884,-23.9009733,29.4812716,348.35491350731513,30.0,41.80258962087782,Deimos Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563103_302562972_0,302563103,302562972,0,-23.9032958,29.4805884,-23.9001558,29.4799943,511.14732901837385,30.0,61.33767948220487,"['Grobler Street', 'Munnik Avenue']",residential,False,1,unclassified,no,no,yes,False,1.0,,
302563115_302563132_0,302563115,302563132,0,-23.9009733,29.4812716,-23.9002306,29.4813032,82.64704577830288,30.0,9.917645493396346,Libra Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563115_302563103_0,302563115,302563103,0,-23.9009733,29.4812716,-23.9032958,29.4805884,348.35491350731513,30.0,41.80258962087782,Deimos Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563115_302563119_0,302563115,302563119,0,-23.9009733,29.4812716,-23.9030739,29.48166,237.22464826260043,30.0,28.46695779151205,Libra Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563119_302563103_0,302563119,302563103,0,-23.9030739,29.48166,-23.9032958,29.4805884,111.69616165270345,30.0,13.403539398324414,Grobler Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563119_302563178_0,302563119,302563178,0,-23.9030739,29.48166,-23.9028618,29.4827127,109.58360295163993,30.0,13.150032354196792,Grobler Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563119_302563115_0,302563119,302563115,0,-23.9030739,29.48166,-23.9009733,29.4812716,237.2246482626004,30.0,28.466957791512048,Libra Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563132_302563115_0,302563132,302563115,0,-23.9002306,29.4813032,-23.9009733,29.4812716,82.64704577830288,30.0,9.917645493396346,Libra Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563132_302563204_0,302563132,302563204,0,-23.9002306,29.4813032,-23.9002109,29.4823828,109.77439537302467,30.0,13.172927444762962,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563132_305234002_0,302563132,305234002,0,-23.9002306,29.4813032,-23.9001937,29.480172,115.49865755201645,30.0,13.859838906241974,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563178_302563119_0,302563178,302563119,0,-23.9028618,29.4827127,-23.9030739,29.48166,109.58360295163993,30.0,13.150032354196792,Grobler Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563178_302563204_0,302563178,302563204,0,-23.9028618,29.4827127,-23.9002109,29.4823828,298.1197933305459,30.0,35.774375199665506,Phobos Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563178_302563030_0,302563178,302563030,0,-23.9028618,29.4827127,-23.9023713,29.4838352,131.17785187632427,30.0,15.741342225158913,Grobler Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563204_302563232_0,302563204,302563232,0,-23.9002109,29.4823828,-23.8991835,29.4823869,114.24258937644407,30.0,13.70911072517329,Phobos Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563204_302563223_0,302563204,302563223,0,-23.9002109,29.4823828,-23.9001938,29.4834879,112.36098230176509,30.0,13.483317876211812,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563204_302563132_0,302563204,302563132,0,-23.9002109,29.4823828,-23.9002306,29.4813032,109.77439537302467,30.0,13.172927444762962,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563204_302563178_0,302563204,302563178,0,-23.9002109,29.4823828,-23.9028618,29.4827127,298.1197933305459,30.0,35.774375199665506,Phobos Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563223_302562966_0,302563223,302562966,0,-23.9001938,29.4834879,-23.9001974,29.484601,113.15888960127273,30.0,13.579066752152729,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563223_302563204_0,302563223,302563204,0,-23.9001938,29.4834879,-23.9002109,29.4823828,112.36098230176509,30.0,13.483317876211812,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563223_302563030_0,302563223,302563030,0,-23.9001938,29.4834879,-23.9023713,29.4838352,249.73699063562248,30.0,29.968438876274696,Columbia Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563232_302563204_0,302563232,302563204,0,-23.8991835,29.4823869,-23.9002109,29.4823828,114.24258937644407,30.0,13.70911072517329,Phobos Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563232_305234394_0,302563232,305234394,0,-23.8991835,29.4823869,-23.8991626,29.4841343,177.65797348955132,30.0,21.31895681874616,Adonis Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302563232_305234420_0,302563232,305234420,0,-23.8991835,29.4823869,-23.8987261,29.481141,148.3976867799746,30.0,17.807722413596952,Adonis Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586683_302586732_0,302586683,302586732,0,-23.9001521,29.4875447,-23.9001472,29.4881965,66.26450666059044,30.0,7.951740799270853,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586683_302586715_0,302586683,302586715,0,-23.9001521,29.4875447,-23.9001509,29.4870606,49.21399310666199,30.0,5.905679172799439,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586683_302586710_0,302586683,302586710,0,-23.9001521,29.4875447,-23.9010508,29.4875582,100.01286485080968,30.0,12.001543782097162,Cygnus Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586708_305233875_0,302586708,305233875,0,-23.9001325,29.4893016,-23.898091,29.4892547,227.0548295116753,30.0,27.246579541401037,Orion Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586708_5691423643_0,302586708,5691423643,0,-23.9001325,29.4893016,-23.9001276,29.4894277,12.830955490032563,30.0,1.5397146588039077,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586708_302586732_0,302586708,302586732,0,-23.9001325,29.4893016,-23.9001472,29.4881965,112.35683734835217,30.0,13.48282048180226,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586710_302563021_0,302586710,302563021,0,-23.9010508,29.4875582,-23.9020722,29.4847646,395.4481752815866,30.0,47.45378103379039,"['Grobler Street', 'Cygnus Avenue']",residential,False,1,unclassified,no,no,yes,False,1.0,,
302586710_302586683_0,302586710,302586683,0,-23.9010508,29.4875582,-23.9001521,29.4875447,100.01286485080968,30.0,12.001543782097162,Cygnus Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586710_302562961_0,302586710,302562961,0,-23.9010508,29.4875582,-23.9013365,29.4846319,299.17796584336486,30.0,35.901355901203786,Sirius Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586715_305234386_0,302586715,305234386,0,-23.9001509,29.4870606,-23.8991246,29.4870512,114.12351539770452,30.0,13.694821847724542,Jupiter Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586715_302586683_0,302586715,302586683,0,-23.9001509,29.4870606,-23.9001521,29.4875447,49.21399310666199,30.0,5.905679172799439,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586715_302562966_0,302586715,302562966,0,-23.9001509,29.4870606,-23.9001974,29.484601,250.09739443528295,30.0,30.011687332233954,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586717_304622554_0,302586717,304622554,0,-23.8963925,29.4856096,-23.8956534,29.4848813,110.61836733566493,30.0,13.274204080279791,Jupiter Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586717_302586741_0,302586717,302586741,0,-23.8963925,29.4856096,-23.8975404,29.4867253,170.75564094770436,30.0,20.490676913724524,Jupiter Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586717_305234316_0,302586717,305234316,0,-23.8963925,29.4856096,-23.8969678,29.4848947,96.82181809833372,30.0,11.618618171800046,Aquarius Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586729_305233904_0,302586729,305233904,0,-23.8942859,29.4865337,-23.8950818,29.4873067,118.35611417002075,30.0,14.20273370040249,Orion Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586729_302586738_0,302586729,302586738,0,-23.8942859,29.4865337,-23.8949718,29.4857133,113.01964075678755,30.0,13.562356890814506,Munnik Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586729_305234043_0,302586729,305234043,0,-23.8942859,29.4865337,-23.8934849,29.4881777,193.3175119217072,30.0,23.19810143060486,Munnik Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586732_302586708_0,302586732,302586708,0,-23.9001472,29.4881965,-23.9001325,29.4893016,112.35683734835217,30.0,13.48282048180226,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586732_302586683_0,302586732,302586683,0,-23.9001472,29.4881965,-23.9001521,29.4875447,66.26450666059044,30.0,7.951740799270853,Gemini Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586732_460202369_0,302586732,460202369,0,-23.9001472,29.4881965,-23.8968636,29.4875595,386.007153332711,30.0,46.32085839992532,Juno Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586738_460202369_0,302586738,460202369,0,-23.8949718,29.4857133,-23.8968636,29.4875595,281.9201932312142,30.0,33.8304231877457,Juno Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586738_304622554_0,302586738,304622554,0,-23.8949718,29.4857133,-23.8956534,29.4848813,113.57275913477217,30.0,13.628731096172661,Munnik Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586738_302586729_0,302586738,302586729,0,-23.8949718,29.4857133,-23.8942859,29.4865337,113.01964075678755,30.0,13.562356890814506,Munnik Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586741_302586717_0,302586741,302586717,0,-23.8975404,29.4867253,-23.8963925,29.4856096,170.75564094770436,30.0,20.490676913724524,Jupiter Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586741_460202369_0,302586741,460202369,0,-23.8975404,29.4867253,-23.8968636,29.4875595,113.38354642552821,30.0,13.606025571063386,Aries Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586741_305234386_0,302586741,305234386,0,-23.8975404,29.4867253,-23.8991246,29.4870512,186.55338867965557,30.0,22.38640664155867,Jupiter Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586744_305233904_0,302586744,305233904,0,-23.8961784,29.4883656,-23.8950818,29.4873067,162.65751698170246,30.0,19.518902037804292,Orion Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586744_305233885_0,302586744,305233885,0,-23.8961784,29.4883656,-23.8954249,29.4892859,125.59344888016976,30.0,15.071213865620372,Aries Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586744_460202369_0,302586744,460202369,0,-23.8961784,29.4883656,-23.8968636,29.4875595,111.89717435367656,30.0,13.427660922441188,Aries Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302586744_305233875_0,302586744,305233875,0,-23.8961784,29.4883656,-23.898091,29.4892547,245.58902905570915,30.0,29.470683486685097,Orion Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302587963_305233885_0,302587963,305233885,0,-23.8948061,29.4900566,-23.8954249,29.4892859,104.2766831094554,30.0,12.513201973134647,Aries Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302587963_304622521_0,302587963,304622521,0,-23.8948061,29.4900566,-23.8937362,29.4894499,139.92025676021714,30.0,16.790430811226056,Taurus Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302587963_305233878_0,302587963,305233878,0,-23.8948061,29.4900566,-23.8976208,29.4919409,508.50531206649674,30.0,61.02063744797961,"['Taurus Avenue', 'Mcurius Avenue']",residential,False,1,unclassified,no,no,yes,False,1.0,,
302816089_912505638_0,302816089,912505638,0,-23.9002615,29.4984771,-23.900096,29.4984284,19.057113560215846,40.0,1.7151402204194262,De Wet Drive,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
302816089_305353399_0,302816089,305353399,0,-23.9002615,29.4984771,-23.9009161,29.4986332,74.53978406328108,40.0,6.708580565695296,De Wet Drive,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
302816089_5984373999_0,302816089,5984373999,0,-23.9002615,29.4984771,-23.9015641,29.4913401,739.9035509981693,60.0,44.394213059890156,Grobler Street,primary,True,"['4', '2']",R71,no,no,yes,False,1.0,,
302816100_5976539072_0,302816100,5976539072,0,-23.9161383,29.4758114,-23.9164926,29.4758798,40.00526975396919,60.0,2.400316185238151,Webster Street,tertiary,False,4,unclassified,no,no,yes,False,1.0,,
302816100_5976539077_0,302816100,5976539077,0,-23.9161383,29.4758114,-23.9162248,29.4761936,40.02275157352764,40.0,3.602047641617488,Suid Street,tertiary,False,4,unclassified,no,no,yes,False,1.0,,
302816100_332092738_0,302816100,332092738,0,-23.9161383,29.4758114,-23.9168053,29.4723553,359.0631533152606,60.0,21.543789198915636,Suid Street,tertiary,True,4,unclassified,no,no,yes,False,1.0,,
302816100_499950576_0,302816100,499950576,0,-23.9161383,29.4758114,-23.915008,29.475558,128.30810356394613,60.0,7.698486213836769,Webster Street,tertiary,False,4,unclassified,no,no,yes,False,1.0,,
302816101_5975881118_0,302816101,5975881118,0,-23.9207767,29.452334,-23.9208275,29.4520584,28.581578443133687,60.0,1.7148947065880211,Suid Street,tertiary,True,3,unclassified,no,no,yes,False,1.0,,
302816101_305234726_0,302816101,305234726,0,-23.9207767,29.452334,-23.9185731,29.4518211,250.52752891476467,60.0,15.031651734885878,Church Street,primary,False,2,R37,no,no,yes,False,1.0,,
302816101_304573494_0,302816101,304573494,0,-23.9207767,29.452334,-23.9211006,29.4524066,36.76429698271097,60.0,2.205857818962658,Church Street,primary,False,4,R37,no,no,yes,False,1.0,,
302817673_6953976050_0,302817673,6953976050,0,-23.903518,29.4851227,-23.9035386,29.4851274,2.339918563519185,30.0,0.2807902276223022,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302817673_302562956_0,302817673,302562956,0,-23.903518,29.4851227,-23.9027637,29.4849531,85.63532091600962,30.0,10.276238509921154,Grimm Street,residential,False,4,unclassified,no,no,yes,False,1.0,,
302817673_1318509992_0,302817673,1318509992,0,-23.903518,29.4851227,-23.9036501,29.4842952,85.85249318675248,30.0,10.302299182410298,Grobler Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302817829_1165370462_0,302817829,1165370462,0,-23.9039848,29.4916391,-23.9042165,29.4905236,116.2886627648483,30.0,13.954639531781796,Grimm Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
302817829_305353407_0,302817829,305353407,0,-23.9039848,29.4916391,-23.9032431,29.4914648,84.35532825306255,30.0,10.122639390367507,Eland Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
302817829_305353305_0,302817829,305353305,0,-23.9039848,29.4916391,-23.9062059,29.4923419,258.26680709477245,30.0,30.992016851372696,Eland Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
304522127_332093169_0,304522127,332093169,0,-23.9198337,29.457094,-23.9200065,29.4561529,97.56868903526376,60.0,5.854121342115826,Suid Street,tertiary,True,4,unclassified,no,no,yes,False,1.0,,
304522127_445023674_0,304522127,445023674,0,-23.9198337,29.457094,-23.9175914,29.456556,255.26128245484767,30.0,30.631353894581725,Hans van Rensburg Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
304522155_1984238974_0,304522155,1984238974,0,-23.8928358,29.4718808,-23.8925525,29.4726491,84.2391140401652,40.0,7.581520263614869,Outspan Drive,tertiary,False,4,unclassified,no,no,yes,False,1.0,,
304522155_1318504954_0,304522155,1318504954,0,-23.8928358,29.4718808,-23.8941562,29.4729781,184.39583367938232,30.0,22.127500041525877,General Maritz Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
304522155_306400551_0,304522155,306400551,0,-23.8928358,29.4718808,-23.8932905,29.4706799,132.15014020250825,40.0,11.893512618225742,General Viljoen Street,tertiary,False,4,unclassified,no,no,yes,False,1.0,,
304522155_306400560_0,304522155,306400560,0,-23.8928358,29.4718808,-23.8912837,29.4705666,218.2636833139755,30.0,26.19164199767706,General Maritz Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
304522197_1323344054_0,304522197,1323344054,0,-23.888697,29.4792527,-23.8884233,29.4790106,39.14195580017066,30.0,4.69703469602048,unamed,residential,False,1,unclassified,no,no,yes,False,1.0,,
304522197_1213031223_0,304522197,1213031223,0,-23.888697,29.4792527,-23.8882317,29.479863,80.78988589645488,30.0,9.694786307574585,Outspan Drive,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
304522197_314397610_0,304522197,314397610,0,-23.888697,29.4792527,-23.8890024,29.478856,52.72485410549683,30.0,6.32698249265962,Outspan Drive,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
304522276_5990992324_0,304522276,5990992324,0,-23.8779184,29.4934825,-23.8783765,29.492903,77.88811013419476,40.0,7.009929912077529,Outspan Drive,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
304522276_5990446449_0,304522276,5990446449,0,-23.8779184,29.4934825,-23.8744773,29.4891487,584.3311393660761,60.0,35.05986836196456,Veldspaat Street,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
304522276_5990446458_0,304522276,5990446458,0,-23.8779184,29.4934825,-23.8817213,29.4981329,635.7727154159994,60.0,38.146362924959966,Veldspaat Street,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
304522277_5990992324_0,304522277,5990992324,0,-23.879035,29.4920153,-23.8783765,29.492903,116.22447624841008,40.0,10.460202862356908,Outspan Drive,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
304522277_6146318264_0,304522277,6146318264,0,-23.879035,29.4920153,-23.880369,29.4919981,189.7706641622787,30.0,22.772479699473443,De Villiers Avenue,residential,False,1,unclassified,no,no,yes,False,1.0,,
304522277_3732241589_0,304522277,3732241589,0,-23.879035,29.4920153,-23.8809047,29.4895671,324.35878349607026,30.0,38.923054019528436,Outspan Drive,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
304522315_1323343990_0,304522315,1323343990,0,-23.8909538,29.4763127,-23.8904068,29.4770312,95.05570748037802,40.0,8.555013673234022,Outspan Drive,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
304522315_3930063424_0,304522315,3930063424,0,-23.8909538,29.4763127,-23.8911407,29.476162,25.87428910469822,40.0,2.3286860194228396,Outspan Drive,tertiary,True,1,unclassified,no,no,yes,False,1.0,,
304522317_1106843544_0,304522317,1106843544,0,-23.8948067,29.4666977,-23.893824,29.4658712,137.84278006793159,60.0,8.270566804075894,Potgieter Avenue,tertiary,False,4,unclassified,no,no,yes,False,1.0,,
304522317_1106843116_0,304522317,1106843116,0,-23.8948067,29.4666977,-23.8958067,29.4675428,140.52039765388088,60.0,8.431223859232853,Potgieter Avenue,tertiary,False,4,unclassified,no,no,yes,False,1.0,,
304522317_306400318_0,304522317,306400318,0,-23.8948067,29.4666977,-23.894411,29.4677189,112.75903113667863,40.0,10.148312802301076,General Viljoen Street,tertiary,False,4,unclassified,no,no,yes,False,1.0,,
304522317_304735328_0,304522317,304735328,0,-23.8948067,29.4666977,-23.8954129,29.4637399,308.16535186031956,30.0,36.97984222323835,Van Warmelo Street,residential,False,1,unclassified,no,no,yes,False,1.0,,
304522327_7220896627_0,304522327,7220896627,0,-23.8759077,29.4783967,-23.8788923,29.4743404,532.3892410306121,60.0,31.94335446183673,Diemeer Street,tertiary,False,2,unclassified,no,no,yes,False,1.0,,
